,ID,Salary,DOJ,DOL,Designation,JobCity,Gender,DOB,10percentage,10board,12graduation,12percentage,12board,CollegeID,CollegeTier,Degree,Specialization,collegeGPA,CollegeCityID,CollegeCityTier,CollegeState,GraduationYear,English,Logical,Quant,Domain,ComputerProgramming,ElectronicsAndSemicon,ComputerScience,MechanicalEngg,ElectricalEngg,TelecomEngg,CivilEngg,conscientiousness,agreeableness,extraversion,nueroticism,openess_to_experience
train,1098869,300000.00,8/1/14 0:00,present,assistant software engineer,Bangalore,m,9/26/92 0:00,84.83,cbse,2010,82.4,cbse,903,2,B.Tech/B.E.,computer science & engineering,74.14,903,0,Uttar Pradesh,2014,665,595,705,0.744758354,505,-1,438,-1,-1,-1,-1,-0.4463,0.2124,0.3174,-1.5021,-0.2859
train,661546,280000.00,10/1/14 0:00,4/1/15 0:00,faculty,New Delhi,m,7/5/90 0:00,72.3,icse,2008,60.2,cbse,8546,2,B.Tech/B.E.,electronics and communication engineering,69.38,8546,1,Rajasthan,2013,555,475,415,0.6944793277,-1,366,-1,-1,-1,393,-1,1.4208,0.5454,-0.2974,1.0333,-0.6692
train,87067,215000.00,10/1/14 0:00,3/1/15 0:00,entry level management trainee,New Delhi,f,3/15/87 0:00,69,cbse,2005,62.6,cbse,5605,2,B.Tech/B.E.,electrical engineering,76.25,5605,0,Madhya Pradesh,2010,395,455,475,0.6944793277,195,366,-1,-1,-1,-1,-1,-0.4173,0.1888,-0.4891,0.4148,0.8183
train,836060,145000.00,6/1/14 0:00,8/1/14 0:00,customer service representative,Jaipur,m,11/23/93 0:00,80,state board,2010,70,state board,9699,2,B.Tech/B.E.,electronics and communication engineering,55,9699,1,Rajasthan,2014,430,450,385,-1,-1,-1,-1,-1,-1,-1,-1,0.1282,-0.1206,0.9322,1.5404,0.0973
train,58674,445000.00,11/1/11 0:00,present,software test engineer,Pune,f,5/10/87 0:00,73.33,0,2004,71.33,0,331,2,MCA,computer application,61,331,1,Maharashtra,2010,375,535,534,0.6000571823,435,-1,-1,-1,-1,-1,-1,-2.272,-0.2793,-1.2148,0.8848,-0.7615
train,1255801,315000.00,7/1/15 0:00,present,firmware engineer,noida ,m,8/18/93 0:00,86.16,cbse,2011,70.08,cbse,7376,2,B.Tech/B.E.,electronics and communication engineering,63.13,7376,0,Uttar Pradesh,2015,455,595,500,0.2073921697,225,260,-1,-1,-1,-1,-1,0.99,1.0449,1.7007,-2.0092,0.2889
train,662008,100000.00,10/1/13 0:00,2/1/15 0:00,php developer,Kolkata,f,11/13/87 0:00,75,state board,2010,78,west bengal state council of technical education,12992,2,B.Tech/B.E.,computer engineering,71.1,12992,1,West Bengal,2013,415,440,355,0.4883479768,405,-1,-1,-1,-1,-1,-1,0.8463,1.3779,1.0859,-0.995,1.247
train,1245234,200000.00,1/1/15 0:00,4/1/15 0:00,software developer,Noida,m,5/1/92 0:00,56,cbse,2009,56,state board,51,2,MCA,computer application,62,51,0,Uttar Pradesh,2015,605,470,355,0.8431237267,515,-1,-1,-1,-1,-1,-1,0.7027,0.8784,0.3174,-1.1218,0.4805
train,1259641,220000.00,10/1/14 0:00,present,research associate,Hyderabad,f,2/21/92 0:00,87,cbse,2008,60,cbse,973,2,B.Tech/B.E.,computer science & engineering,70.82,973,0,Uttar Pradesh,2013,640,605,400,0.8422483223,425,-1,469,-1,-1,-1,-1,0.8463,1.2114,1.2396,-0.1076,1.247
train,525290,370000.00,3/1/13 0:00,present,project engineer,Kolkata,m,1/1/91 0:00,79.25,wbbse,2008,80,wbchse,6814,2,B.Tech/B.E.,information technology,79.9,6814,0,West Bengal,2012,545,580,430,0.6359787565,445,-1,-1,-1,-1,-1,-1,0.8192,1.0858,-0.4891,-0.7603,-0.1295
train,324269,145000.00,5/1/13 0:00,present,research analyst,Pune,m,5/31/91 0:00,88.66,maharashtra state board,2008,84.33,maharashtra state board,7236,2,B.Tech/B.E.,electronics & telecommunications,60,7236,1,Maharashtra,2012,495,565,575,0.3760595867,335,300,-1,-1,-1,260,-1,1.2828,1.7878,1.1437,-0.6428,0.5024
train,1151485,275000.00,4/1/14 0:00,4/1/15 0:00,quality engineer,Bangalore,m,6/3/91 0:00,80.8,state board,2009,75,state board,6836,2,B.Tech/B.E.,electronics and communication engineering,77.38,6836,1,Karnataka,2013,405,470,370,-1,475,-1,500,-1,-1,-1,-1,1.4208,-0.7866,-0.1437,-1.5021,-0.4776
train,1250429,1500000.00,11/1/14 0:00,7/1/14 0:00,application developer,Hyderabad,m,1/4/92 0:00,79,state board,2009,87.9,state board,9557,2,B.Tech/B.E.,computer science & engineering,66,9557,1,Telangana,2013,315,435,355,0.3565364877,335,-1,346,-1,-1,-1,-1,0.4155,0.5454,0.9322,-0.6147,0.8637
train,1274522,325000.00,10/1/14 0:00,12/1/15 0:00,software engineer,Gurgaon,m,3/31/92 0:00,70,icse,2010,65,cbse,1139,2,B.Tech/B.E.,information technology,66,1139,0,Chhattisgarh,2014,405,470,545,-1,-1,-1,-1,-1,-1,-1,-1,0.4155,0.3789,-0.9122,-1.1218,-0.8608
train,843467,275000.00,7/1/13 0:00,9/1/13 0:00,programmer,Bangalore,m,8/16/90 0:00,81.16,icse,2008,68.5,icse,1087,2,B.Tech/B.E.,applied electronics and instrumentation,61.5,1087,0,Orissa,2013,605,520,325,0.3387863472,455,292,-1,-1,-1,-1,-1,1.4208,1.2114,0.6248,-0.995,-0.2859
train,318391,425000.00,6/1/12 0:00,present,systems engineer,HYDERABAD,f,8/10/90 0:00,83.5,ssc,2008,94.2,ssc,5071,2,B.Tech/B.E.,information technology,88.2,5071,0,Andhra Pradesh,2012,515,475,445,0.6707431514,455,-1,-1,-1,-1,-1,-1,0.6646,1.4368,-0.0537,0.88483,0.5024
train,60260,450000.00,4/1/11 0:00,12/1/14 0:00,software engineer,Bangalore,m,3/25/88 0:00,65,icse board,2006,66,isc board,501,2,B.Tech/B.E.,information technology,64,501,0,Uttar Pradesh,2010,515,565,554,0.6000571823,435,-1,-1,-1,-1,-1,-1,-0.7264,0.1888,-1.2148,-0.5253,1.1343
train,1026621,300000.00,9/1/14 0:00,present,software developer,Bangalore,f,4/30/92 0:00,88,state board,2010,88,state board,9282,2,B.Tech/B.E.,computer science & engineering,70.12,9282,0,Andhra Pradesh,2014,710,605,605,0.744758354,405,-1,438,-1,-1,-1,-1,0.5591,1.2114,1.8543,0.1459,0.0973
train,112994,470000.00,3/1/11 0:00,present,senior systems engineer,Jaipur,m,10/10/88 0:00,79,cbse,2006,76.6,cbse,996,2,B.Tech/B.E.,information technology,77.85,996,1,Rajasthan,2010,635,495,495,0.6707431514,455,-1,-1,-1,-1,-1,-1,0.8192,-0.5913,0.2366,-0.7603,-0.1295
train,1123186,120000.00,5/1/14 0:00,present,technical support executive,-1,m,6/30/88 0:00,55.6,state board,2005,50.8,state board,12992,2,MCA,computer application,80.03,12992,1,West Bengal,2014,440,425,370,0.2378028398,415,-1,315,-1,-1,-1,-1,-0.0154,0.8784,1.2396,1.2869,0.8637
train,1085716,300000.00,3/1/14 0:00,4/1/14 0:00,business analyst,Bangalore,m,11/20/92 0:00,75,state board,2008,72,state board,7738,2,B.Tech/B.E.,information technology,80,7738,0,Uttar Pradesh,2013,475,470,415,0.9113952784,595,-1,500,-1,-1,-1,-1,0.8463,1.0449,1.3933,-1.6289,-0.2859
train,43693,205000.00,12/1/11 0:00,present,electrical engineer,Chennai,m,3/5/89 0:00,84.6,0,2006,66.5,0,417,2,B.Tech/B.E.,electronics and electrical engineering,66.7,417,1,Tamil Nadu,2010,345,255,395,0.05879280001,195,200,-1,-1,-1,-1,-1,-0.1082,0.0328,-0.1988,0.2973,-0.7615
train,836781,310000.00,6/1/13 0:00,present,software engineer,Pune,m,11/26/89 0:00,79,state board,2008,76.4,state board,11583,2,B.Tech/B.E.,electronics and communication engineering,65,11583,0,Maharashtra,2012,605,510,515,-1,345,-1,346,-1,-1,-1,-1,1.7081,0.8784,1.547,-1.6289,-0.0943
train,682615,300000.00,9/1/14 0:00,present,qa analyst,-1,f,3/6/91 0:00,62,cbse,2012,61,cbse,2637,2,B.Tech/B.E.,computer engineering,70,2637,0,Haryana,2013,250,305,385,0.1048713599,275,-1,-1,-1,-1,-1,-1,-0.5116,0.8229,0.8809,0.0192,1.6302
train,773975,460000.00,6/1/13 0:00,present,technical support engineer,-1,m,4/8/90 0:00,62,state board,2007,61,state board,272,2,M.Tech./M.E.,computer science & engineering,63,272,0,Punjab,2013,465,595,605,0.7935806145,495,-1,-1,-1,-1,-1,-1,-1.1644,-1.6191,-1.2196,-0.1076,-2.2021
train,1190941,320000.00,3/1/15 0:00,present,assistant system engineer,-1,m,8/13/93 0:00,86,state board,2010,92,state board,1947,2,B.Tech/B.E.,electronics and communication engineering,72,1947,0,Andhra Pradesh,2014,350,590,570,0.4935963873,415,324,-1,-1,-1,-1,-1,0.8463,0.0459,-0.2974,-0.7415,-0.4776
train,957046,340000.00,12/1/14 0:00,5/1/15 0:00,application developer,Navi Mumbai,f,8/14/93 0:00,85.8,cbse,2010,65.8,cbse,7627,2,B.Tech/B.E.,information technology,69.7,7627,0,Uttar Pradesh,2014,615,630,750,0.6226429158,485,-1,407,-1,-1,-1,-1,0.8463,1.0449,0.01,-0.2344,0.4805
train,1074693,120000.00,5/1/14 0:00,1/1/15 0:00,android developer,Noida,m,8/15/92 0:00,68.4,state board,2008,61,state board,982,2,B.Tech/B.E.,computer science & engineering,62.2,982,1,Rajasthan,2013,440,375,330,0.2378028398,455,-1,315,-1,-1,-1,-1,-1.7389,-1.2861,-0.4511,0.7798,-1.8189
train,30122,100000.00,7/1/11 0:00,5/1/12 0:00,web developer,Noida,m,7/20/85 0:00,51,up board,2004,48,up board,350,2,MCA,computer application,59,350,0,Uttar Pradesh,2010,275,365,395,0.5259225843,415,-1,-1,-1,-1,-1,-1,0.2009,-0.2793,0.2366,1.4724,0.0284
train,985092,510000.00,9/1/14 0:00,present,application engineer,Noida,m,9/1/91 0:00,79.6,cbse,2009,73.2,cbse,4948,2,B.Tech/B.E.,electronics and communication engineering,66.96,4948,1,Rajasthan,2014,535,640,630,0.3387863472,-1,292,-1,-1,-1,-1,-1,-1.1644,0.2124,0.3174,0.9066,-0.4776
train,1059903,300000.00,7/1/12 0:00,present,production engineer,Indore,m,12/8/89 0:00,63.4,state board,2008,63,state board,6595,2,B.Tech/B.E.,electronics & instrumentation eng,69.3,6595,0,Madhya Pradesh,2012,360,350,320,0.6006439594,-1,-1,-1,-1,-1,-1,-1,-0.4463,-1.1196,-1.6807,-0.4879,-1.244
train,246607,480000.00,10/1/11 0:00,4/1/15 0:00,senior systems engineer,mysore,m,12/6/89 0:00,86.53,board of secondary education(bse) orissa,2007,71.55,chse,6570,2,B.Tech/B.E.,computer engineering,78.5,6570,0,Orissa,2011,515,505,454,0.7040904121,465,-1,-1,-1,-1,-1,-1,-0.1082,0.9688,0.8171,-0.8778,0.3444
train,295383,170000.00,11/1/11 0:00,5/1/12 0:00,project coordinator,-1,f,4/10/89 0:00,76.18,little jacky matric higher secondary school,2007,86.33,sda matric higher secondary school,1034,2,B.Tech/B.E.,computer engineering,73.46,1034,0,Tamil Nadu,2011,485,545,385,0.6359787565,445,-1,-1,-1,-1,-1,-1,0.3555,1.2808,0.2366,1.3549,1.2923
train,1087220,340000.00,1/1/15 0:00,present,software engineer,Hyderabad,m,4/18/91 0:00,91.43,icse,2009,74,cbse,5666,2,B.Tech/B.E.,computer science & engineering,70,5666,1,Telangana,2016,665,460,570,0.1447898895,445,-1,284,-1,-1,-1,-1,0.4155,0.3789,-0.1437,-0.7415,-0.2859
train,50876,640000.00,4/1/10 0:00,present,programmer analyst,Bangalore,m,4/24/87 0:00,78,0,2004,71.3,0,5400,2,B.Tech/B.E.,information technology,67,5400,0,Madhya Pradesh,2009,455,605,625,0.9168699611,555,-1,-1,-1,-1,-1,-1,-0.2628,-0.5913,0.2366,-0.1727,0.8183
train,815219,330000.00,12/1/13 0:00,4/1/15 0:00,software engineer,Chennai,m,1/13/92 0:00,76.17,state board,2009,72,cbse,10991,2,B.Tech/B.E.,computer science & engineering,78,10991,0,Rajasthan,2013,510,535,605,0.8194165298,505,-1,-1,-1,-1,-1,-1,0.4155,-0.7866,-1.2196,1.1601,-1.8189
train,794194,225000.00,7/1/14 0:00,7/1/15 0:00,system engineer,THANE,m,12/25/90 0:00,82.4,cbse,2010,72,cbse,8350,2,B.Tech/B.E.,electronics and communication engineering,64.06,8350,0,Uttar Pradesh,2014,485,525,545,0.3387863472,-1,292,-1,-1,-1,-1,-1,-0.0154,0.3789,0.6248,0.9066,0.6721
train,261236,180000.00,1/1/11 0:00,3/1/11 0:00,software developer,Noida,m,7/6/85 0:00,58,uttar pradesh board,2004,57.6,uttar pradesh board,6874,2,B.Tech/B.E.,computer engineering,61.9,6874,0,Uttarakhand,2011,265,375,365,0.1656330915,305,-1,-1,-1,-1,-1,-1,0.8192,0.8128,-0.1988,0.1798,-0.2875
train,354011,440000.00,10/1/12 0:00,4/1/15 0:00,application developer,Bangalore,f,9/28/90 0:00,79,cbse,2007,83.4,cbse,8286,2,B.Tech/B.E.,electronics and communication engineering,72.7,8286,0,Jammu and Kashmir,2012,535,485,525,0.3760595867,-1,300,-1,-1,-1,393,-1,0.3555,0.6178,0.7083,0.2973,-0.2875
train,407824,305000.00,1/1/14 0:00,4/1/15 0:00,software engineer,Bangalore,f,9/15/90 0:00,90.04,0,2008,75.16,0,3801,2,B.Tech/B.E.,electronics & instrumentation eng,77,3801,0,Karnataka,2012,505,495,615,0.538386893,475,333,-1,-1,-1,-1,-1,-0.0696,0.0328,-0.1988,0.0035,-0.9194
train,483864,500000.00,10/1/12 0:00,present,software engineer,Gurgaon,f,4/23/91 0:00,76,cbse,2008,76.6,cbse,12104,2,B.Tech/B.E.,computer engineering,77.58,12104,0,Haryana,2012,595,645,495,0.8646854134,525,-1,-1,-1,-1,-1,-1,-2.5811,-0.2012,0.5994,0.1798,0.1864
train,302031,270000.00,1/1/13 0:00,10/1/13 0:00,network engineer,Mysore,m,10/15/88 0:00,60.4,cbse,2006,60,cbse,75,2,B.Tech/B.E.,electronics and communication engineering,62,75,0,Uttar Pradesh,2010,395,425,395,0.6557669426,-1,-1,-1,-1,-1,366,-1,-0.2628,0.3448,-0.1988,0.5323,0.6603
train,823180,300000.00,6/1/14 0:00,present,java software engineer,Noida,m,1/29/93 0:00,74.23,state board,2010,77.77,state board,272,2,B.Tech/B.E.,computer science & engineering,75.6,272,0,Punjab,2014,475,435,430,0.8194165298,505,-1,-1,-1,-1,-1,-1,0.2718,1.0449,0.1637,0.1459,0.8637
train,312164,1200000.00,7/1/10 0:00,7/1/11 0:00,engineer trainee,Maharajganj,m,4/25/88 0:00,59.8,icse,2006,60.25,isc,5690,2,B.Tech/B.E.,mechanical engineering,68.63,5690,0,Uttar Pradesh,2010,575,595,405,0.02106622826,-1,-1,-1,206,-1,-1,-1,0.2009,1.1248,1.1074,-1.1128,0.9763
train,614524,315000.00,11/1/14 0:00,present,programmer analyst,-1,f,2/6/91 0:00,82.3,cbse,2010,89.6,state board,272,2,B.Tech/B.E.,electronics and electrical engineering,67.95,272,0,Punjab,2014,555,580,355,0.4446177169,345,-1,-1,-1,393,-1,-1,-0.159,-1.1196,1.2396,1.6672,0.6721
train,796063,300000.00,11/1/14 0:00,3/1/15 0:00,programmer analyst,Kolkata,m,3/19/92 0:00,90,cbse,2009,86.4,cbse,222,2,B.Tech/B.E.,electrical engineering,65.7,222,0,Jharkhand,2014,605,325,515,0.8376207257,334,-1,-1,-1,500,-1,-1,0.1282,-0.2871,1.3933,0.653,-0.6692
train,340246,320000.00,3/1/13 0:00,present,production engineer,New Delhi,m,1/19/92 0:00,84.2,cbse,2009,67,cbse,10932,2,B.Tech/B.E.,electronics and communication engineering,69.88,10932,0,Uttar Pradesh,2013,495,385,505,0.9107701642,445,433,-1,-1,-1,260,-1,-1.0355,1.2028,0.3817,0.64983,-0.1295
train,359281,180000.00,4/1/13 0:00,present,sap consultant,Thiruvananthapuram,m,5/10/90 0:00,86.4,cbse,2008,80.4,cbse,1275,2,B.Tech/B.E.,computer engineering,61.54,1275,0,Kerala,2012,585,505,605,0.6707431514,455,-1,-1,-1,-1,-1,-1,0.51,0.5008,-0.4891,-0.8778,0.1864
train,206734,675000.00,11/1/11 0:00,present,senior software engineer,Noida,m,11/7/88 0:00,60,0,2004,59,0,144,2,B.Tech/B.E.,computer engineering,67,144,0,Uttar Pradesh,2011,515,555,425,0.6000571823,435,-1,-1,-1,-1,-1,-1,-0.881,-0.2793,-0.6343,-0.6428,-2.9731
train,1044420,120000.00,11/1/14 0:00,4/1/15 0:00,.net developer,Punchkula,m,11/14/92 0:00,60.8,state board,2009,63,state board,8116,2,B.Tech/B.E.,information technology,68,8116,1,Tamil Nadu,2014,440,400,310,0.1447898895,345,-1,284,-1,-1,-1,-1,0.4155,-1.1196,0.7785,-0.1076,-0.2859
train,902366,325000.00,9/1/14 0:00,present,software engineer,Greater Noida,m,1/10/92 0:00,82.8,cbse,2009,73.6,cbse,3918,2,B.Tech/B.E.,computer science & engineering,67.5,3918,1,Karnataka,2014,520,450,575,0.744758354,545,-1,438,-1,-1,-1,-1,-0.159,0.0459,0.7785,-1.1218,-0.0943
train,529858,350000.00,2/1/14 0:00,4/1/15 0:00,system engineer,Bangalore,m,4/20/91 0:00,82.6,cbse,2009,63.6,cbse,11759,2,B.Tech/B.E.,information technology,71,11759,0,Uttarakhand,2013,535,525,530,0.7357957092,475,-1,-1,-1,-1,-1,-1,0.8192,-0.9033,-1.5776,-1.1128,-0.1295
train,801733,205000.00,4/1/14 0:00,present,quality analyst,Hyderabad,f,3/26/92 0:00,74,state board,2009,61.1,state board,14382,2,B.Tech/B.E.,computer science & engineering,71,14382,1,Telangana,2013,500,460,235,0.08005528134,275,-1,253,-1,-1,-1,-1,1.1336,0.3789,0.6248,-1.8824,0.8637
train,434552,300000.00,6/1/14 0:00,4/1/15 0:00,marketing coordinator,Bhubaneshwar,m,10/10/89 0:00,89.8,0,2007,66.6,0,3054,2,B.Tech/B.E.,electronics and communication engineering,55.33,3054,0,Orissa,2012,555,205,435,-1,-1,-1,-1,-1,-1,-1,-1,-0.881,-0.2793,0.9623,1.1199,0.1864
train,1097197,325000.00,3/1/14 0:00,4/1/15 0:00,systems engineer,Pune ,f,6/30/92 0:00,88.67,state board,2009,86.8,state board,9815,2,B.Tech/B.E.,electronics and communication engineering,74.94,9815,1,Telangana,2013,570,590,620,-1,335,-1,-1,-1,-1,-1,-1,0.8463,0.2124,-0.1437,-1.2486,-1.0524
train,925705,105000.00,12/1/13 0:00,5/1/14 0:00,system administrator,-1,m,7/5/92 0:00,64.66,state board,2008,63,state board,279,2,B.Tech/B.E.,information technology,67,279,0,Uttar Pradesh,2013,370,410,470,0.8422483223,415,-1,469,-1,-1,-1,-1,0.2718,-1.1196,-1.8344,-0.7415,-1.8189
train,36759,250000.00,11/1/10 0:00,present,senior engineer,Greater Noida,m,5/12/89 0:00,78,cbse,2006,77,cbse,382,2,B.Tech/B.E.,electronics and communication engineering,68.64,382,0,Uttar Pradesh,2010,505,555,554,0.9107701642,275,433,-1,-1,-1,313,-1,-0.2628,0.0328,-1.5051,-0.6428,1.1343
train,198026,340000.00,4/1/13 0:00,4/1/15 0:00,software engineer,Gurgaon,m,11/27/89 0:00,77.8,cbse,2007,79.6,cbse,13,1,B.Tech/B.E.,information technology,70.12,13,1,Delhi,2011,535,445,465,0.7357957092,475,-1,-1,-1,-1,-1,-1,-1.0355,0.3448,0.8171,0.6498,-0.4455
train,964319,195000.00,10/1/14 0:00,1/1/15 0:00,business development managerde,coimbatore,m,5/4/91 0:00,79.6,matriculation,2011,87.58,0,7586,2,B.Tech/B.E.,information technology,6.63,7586,0,Tamil Nadu,2014,380,355,210,0.1447898895,285,-1,284,-1,-1,-1,-1,0.8463,0.7119,0.4711,1.1601,0.4805
train,1089133,320000.00,7/1/14 0:00,present,engineer,Noida,m,11/13/91 0:00,89.5,cbse,2010,81.4,cbse,153,2,B.Tech/B.E.,mechanical engineering,60,153,0,Punjab,2014,735,510,585,0.725984148,-1,-1,-1,438,-1,-1,-1,0.2718,0.3789,-0.6048,-0.7415,0.0973
train,633445,360000.00,3/1/14 0:00,present,assistant system engineer,Noida,m,6/5/91 0:00,81.2,cbse,2009,76.4,cbse,11630,2,B.Tech/B.E.,mechanical engineering,72.3,11630,0,Uttar Pradesh,2013,765,605,665,0.7553751209,-1,-1,-1,446,-1,-1,-1,1.5644,0.7119,1.2396,-2.3895,1.247
train,1062173,145000.00,9/1/13 0:00,4/1/14 0:00,network administrator,-1,m,6/29/92 0:00,80,state board,2009,89,state board,4557,2,B.Tech/B.E.,computer science & engineering,62,4557,1,Telangana,2013,325,530,405,0.3565364877,275,-1,346,-1,-1,-1,-1,0.99,0.3789,-0.2974,-1.1218,-1.244
train,991197,100000.00,10/1/14 0:00,1/1/15 0:00,web developer,Mysore,m,1/16/93 0:00,78,state board,2012,62,state board,5908,2,B.Tech/B.E.,information science engineering,60,5908,0,Karnataka,2014,525,435,405,0.744758354,415,-1,438,-1,-1,-1,-1,-2.3134,-0.1206,-0.2974,0.1459,-1.6273
train,53690,325000.00,7/1/11 0:00,4/1/15 0:00,project engineer,Dhanbad,m,1/15/86 0:00,72,icse,2004,62,icse,477,2,B.Tech/B.E.,electronics and electrical engineering,53,477,1,Maharashtra,2010,335,335,405,0.3760595867,275,300,-1,-1,-1,-1,-1,0.0464,0.0328,-0.1988,-0.1727,1.6082
train,612253,385000.00,6/1/13 0:00,present,engineer,-1,m,6/12/92 0:00,64.56,cbse,2008,66.66,cbse,64,2,B.Tech/B.E.,electrical engineering,65.02,64,0,Uttar Pradesh,2013,545,475,485,0.3760595867,-1,300,-1,-1,-1,-1,-1,0.1282,0.0459,0.1637,0.2727,-0.2859
train,1218606,120000.00,11/1/14 0:00,present,software test engineer,Noida,m,9/28/91 0:00,60,state board,2009,47,state board,6835,2,B.Tech/B.E.,information technology,59.9,6835,0,Uttar Pradesh,2014,395,400,390,0.4867470084,305,-1,376,-1,-1,-1,-1,0.8463,-0.2871,0.01,0.2727,0.0973
train,1207950,235000.00,7/1/14 0:00,present,java software engineer,Mumbai,f,2/9/92 0:00,91.12,state board,2010,72,state board,5216,2,B.Tech/B.E.,computer science & engineering,74,5216,1,West Bengal,2014,490,470,585,0.9538997751,475,-1,530,-1,-1,-1,-1,1.1336,1.5444,1.547,-1.7556,-0.0943
train,611620,615000.00,6/1/13 0:00,present,quality engineer,Noida,m,8/15/93 0:00,80,state board,2009,77.2,cbse,64,2,B.Tech/B.E.,information technology,76.76,64,0,Uttar Pradesh,2013,475,630,810,0.9743961125,615,-1,-1,-1,-1,-1,-1,-1.8825,-0.7866,0.3174,1.0333,-1.8189
train,721786,105000.00,11/1/14 0:00,2/1/14 0:00,web developer,Hyderabad,m,11/3/91 0:00,73.08,state board,2009,71.2,state board,9774,2,B.Tech/B.E.,electronics and communication engineering,64.46,9774,1,Telangana,2013,405,400,430,0.538386893,385,333,-1,-1,-1,-1,-1,-0.7335,-0.9531,0.6248,0.2727,-1.8189
train,992663,290000.00,7/1/14 0:00,present,software developer,Bangalore,f,5/9/90 0:00,88.6,cbse,2009,78,cbse,8297,2,B.Tech/B.E.,computer science & engineering,84,8297,1,West Bengal,2014,455,560,630,0.04099931036,495,-1,223,-1,-1,-1,-1,0.4155,-0.1206,-0.2974,1.1601,0.0973
train,924485,145000.00,4/1/14 0:00,present,php developer,Lucknow,m,11/19/91 0:00,72,cbse,2009,54,cbse,429,2,B.Tech/B.E.,computer science & engineering,64,429,0,Uttar Pradesh,2014,335,535,400,0.4867470084,395,-1,376,-1,-1,-1,-1,-1.1644,-0.2871,0.6248,0.1459,-0.0943
train,861982,305000.00,9/1/13 0:00,4/1/15 0:00,software engineer,Noida,m,3/25/91 0:00,85,icse,2008,80,icse,65,2,B.Tech/B.E.,electronics and communication engineering,63,65,0,Uttar Pradesh,2013,660,585,620,0.02196910894,-1,164,376,-1,-1,-1,-1,1.2772,-0.6201,-0.1437,-1.6289,-0.0943
train,813473,275000.00,7/1/13 0:00,4/1/14 0:00,technical support specialist,Noida,f,7/17/92 0:00,78.33,cbse,2008,67.6,cbse,15866,2,B.Tech/B.E.,computer science & engineering,65.72,15866,0,Haryana,2012,510,655,605,0.4883479768,405,-1,-1,-1,-1,-1,-1,1.8517,1.3779,1.0859,-2.136,1.6302
train,126316,180000.00,12/1/10 0:00,12/1/11 0:00,data analyst,Hyderabad,m,5/12/89 0:00,81.33,ssc,2006,91.9,ibe,448,2,B.Tech/B.E.,electronics & telecommunications,70.56,448,1,Tamil Nadu,2010,325,295,575,0.6944793277,225,366,-1,-1,-1,-1,-1,-0.4173,-0.9033,-0.1988,-0.5253,-0.4455
train,333433,140000.00,1/1/13 0:00,2/1/15 0:00,business development executive,-1,f,2/19/87 0:00,77.8,cbse,2005,67.6,cbse,6434,2,B.Tech/B.E.,electronics and communication engineering,83.5,6434,0,Uttarakhand,2012,425,455,555,0.6944793277,-1,366,-1,-1,-1,313,-1,-0.4173,-0.0842,-0.1626,0.53233,-0.6035
train,1088496,120000.00,8/1/14 0:00,present,junior software engineer,Trivandrum,m,11/16/90 0:00,75,cbse,2009,80,state board,10361,2,B.Tech/B.E.,electronics and communication engineering,60.85,10361,0,Kerala,2013,570,580,750,-1,495,-1,-1,-1,-1,-1,-1,-0.4463,0.0459,-0.7585,-1.2486,-0.4776
train,474217,320000.00,6/1/12 0:00,present,electrical project engineer,Bhubaneswar,m,4/4/91 0:00,73,"bsc,orissa",2008,63.1,chsc,9786,2,B.Tech/B.E.,electrical engineering,73.2,9786,0,Orissa,2012,355,425,505,0.2294817549,-1,266,-1,332,-1,-1,-1,0.8192,1.5538,0.926,-0.0552,0.3444
train,728009,405000.00,8/1/13 0:00,present,system engineer,Hyderabad,m,5/17/89 0:00,77,cbse,2007,60.2,cbse,4971,2,B.Tech/B.E.,information technology,68.5,4971,0,Uttar Pradesh,2012,570,475,500,0.4883479768,405,-1,-1,-1,-1,-1,-1,-0.0154,-2.1186,0.1637,1.6672,-1.6273
train,895695,325000.00,6/1/14 0:00,10/1/15 0:00,systems engineer,Pune,m,12/25/92 0:00,78,cbse,2010,76.6,cbse,119,1,B.Tech/B.E.,information technology,75,119,0,Uttar Pradesh,2014,590,555,545,0.9113952784,525,-1,500,-1,-1,-1,-1,-0.159,-0.2871,0.01,-0.6147,0.2889
